StartDate,EndDate,Status,IPAddress,Progress,duration,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Instruct. cont.,consent_date,age,race,race_text,income,NRS_Time_First Click,NRS_Time_Last Click,NRS_Time_Page Submit,NRS_Time_Click Count,nrs_1,nrs_2,nrs_3,nrs_4,nrs_5,nrs_6,pmerq_time_First Click,pmerq_time_Last Click,pmerq_time_Page Submit,pmerq_time_Click Count,pmerq_repurp_eng_2,pmerq_sitmod_dis_3,pmerq_sitsel_eng_4,pmerq_sitsel_dis_5,pmerq_recons_dis_7,pmerq_sitsel_dis_9,pmerq_repurp_dis_10,pmerq_repurp_eng_11,pmerq_sitmod_eng_12,pmerq_recons_eng_13,pmerq_sitmod_eng_14,pmerq_repurp_dis_15,pmerq_attdep_eng_16,pmerq_sitsel_eng_17,pmerq_sitmod_eng_18,pmerq_repurp_eng_19,pmerq_attdep_dis_20,pmerq_sitsel_dis_22,pmerq_sitmod_eng_23,pmerq_attdep_eng_24,pmerq_recons_eng_25,pmerq_attdep_dis_27,pmerq_recons_eng_28,pmerq_respmod_eng_29,pmerq_sitmod_dis_30,pmerq_attdep_dis_32,pmerq_recons_dis_33,pmerq_repurp_dis_34,pmerq_recons_dis_36,pmerq_sitmod_eng_37,pmerq_attdep_eng_38,pmerq_repurp_dis_39,pmerq_sitsel_dis_41,pmerq_sitmod_dis_42,pmerq_repurp_eng_43,pmerq_sitsel_dis_45,pmerq_attdep_dis_46,pmerq_recons_eng_47,pmerq_sitmod_dis_48,pmerq_sitsel_dis_49,pmerq_attdep_eng_51,pmerq_attdep_eng_52,pmerq_repurp_eng_53,pmerq_sitsel_eng_54,pmerq_respmod_dis_57,pmerq_respmod_dis_58,pmerq_recons_dis_60,pmerq_sitmod_eng_61,ac_1,pmerq_attdep_dis_63,pmerq_sitsel_eng_64,pmerq_recons_dis_65,pmerq_recons_eng_67,pmerq_repurp_eng_68,pmerq_respmod_eng_69,pmerq_sitmod_dis_70,pmerq_respmod_dis_72,pmerq_respmod_eng_73,SWL_Time_First Click,SWL_Time_Last Click,SWL_Time_Page Submit,SWL_Time_Click Count,swl_1,swl_2,swl_3,swl_4,swl_5,RS_Time_First Click,RS_Time_Last Click,RS_Time_Page Submit,RS_Time_Click Count,rrs_brood_1,rrs_brood_2,rrs_brood_3,rrs_brood_4,rrs_brood_5,PANAS_Time_First Click,PANAS_Time_Last Click,PANAS_Time_Page Submit,PANAS_Time_Click Count,panas_pa_1,panas_na_2,panas_pa_3,panas_na_4,panas_pa_5,panas_na_6,panas_na_7,panas_na_8,panas_pa_9,panas_pa_10,panas_na_11,panas_pa_12,panas_na_13,panas_pa_14,panas_na_15,panas_pa_16,panas_pa_17,panas_na_18,panas_pa_19,panas_na_20,ACE_Time_First Click,ACE_Time_Last Click,ACE_Time_Page Submit,ACE_Time_Click Count,ace_1,ace_2,ace_3,ace_4,ace_5,ace_6,ace_7,ace_8,ace_9,ace_10,Nature_Time_First Click,Nature_Time_Last Click,Nature_Time_Page Submit,Nature_Time_Click Count,nature_freq,nature_time,nature_setting,perceived_exertion,FCV_Time_First Click,FCV_Time_Last Click,FCV_Time_Page Submit,FCV_Time_Click Count,fcv_1,fcv_2,fcv_3,fcv_4,fcv_5,fcv_6,fcv_7,PSS_Time_First Click,PSS_Time_Last Click,PSS_Time_Page Submit,PSS_Time_Click Count,pss_1,pss_2,pss_3,pss_4_r,pss_5_r,pss_6,pss_7_r,pss_8_r,ac_2,pss_9,pss_10,MacArthur_Time_First Click,MacArthur_Time_Last Click,MacArthur_Time_Page Submit,MacArthur_Time_Click Count,macarthur_us_rung,macarthur_us_salience,macarthur_comm_rung,macarthur_comm_salience,FM_Time_First Click,FM_Time_Last Click,FM_Time_Page Submit,FM_Time_Click Count,fm_1,fm_2,fm_3,fm_4,fm_5,fm_6,fm_7,ac_3,fm_8,fm_9,fm_10,fm_11,fm_12,SDS_Time_First Click,SDS_Time_Last Click,SDS_Time_Page Submit,SDS_Time_Click Count,sds_1,sds_2,sds_3,sds_4,sds_5_r,sds_6,sds_7_r,sds_8,sds_9_r,sds_10_r,sds_11,sds_12,sds_13_r,SitSelect_Time_First Click,SitSelect_Time_Last Click,SitSelect_Time_Page Submit,SitSelect_Time_Click Count,ss_approach_1,ss_approach_2,ss_approach_3,ss_approach_4,ss_avoid_5,ss_avoid_6,TAS_Time_First Click,TAS_Time_Last Click,TAS_Time_Page Submit,TAS_Time_Click Count,tas_dif_1,tas_ddf_2,tas_dif_3,tas_ddf_4_r,tas_eot_5_r,tas_dif_6,tas_dif_7,tas_eot_8,tas_dif_9,tas_eot_10_r,tas_ddf_11,tas_ddf_12,tas_dif_13,tas_dif_14,tas_eot_15,tas_eot_16,tas_ddf_17,tas_eot_18_r,tas_eot_19_r,tas_eot_20,PAQ_Time_First Click,PAQ_Time_Last Click,PAQ_Time_Page Submit,PAQ_Time_Click Count,paq_neg_ddf_1,paq_neg_dif_2,paq_gen_eot_3,paq_pos_ddf_4,paq_pos_dif_5,paq_gen_eot_6,paq_neg_ddf_7,paq_neg_dif_8,paq_gen_eot_9,paq_pos_ddf_10,paq_pos_dif_11,paq_gen_eot_12,paq_neg_ddf_13,paq_neg_dif_14,paq_gen_eot_15,paq_pos_ddf_16,paq_pos_dif_17,paq_gen_eot_18,paq_neg_ddf_19,ac_4,paq_neg_dif_20,paq_gen_eot_21,paq_pos_ddf_22,paq_pos_dif_23,paq_gen_eot_24,Dem_Time_First Click,Dem_Time_Last Click,Dem_Time_Page Submit,Dem_Time_Click Count,gender,gender_text,edu,zipcode,zipcode_duration,relationship,employment,employment_text,occupation,Occupation_11_TEXT,SC0,SC2,SC3,SC4,SC5,SC6,SC11,SC13,SC15,SC17,SC18,opp,QPMID,RISN,rid,Q_HCL,Q_BallotBoxStuffing,cintid,ProjectToken,gc,term,LS
2021-03-20 18:40:23,2021-03-20 18:59:33,IP Address,71.69.173.76,100,1149,True,2021-03-20 18:59:33,R_3LdRF0OgHoZbtNB,NA,NA,NA,NA,35.7633056640625,-78.70999908447265625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,NA,0,0,NA,Yes,03-19-2021,20,"African American/Black,Other Hispanic or Latina/o/x Other",NA,"$10,000 to $19,999",15.376,43.043,43.634,7,NA,NA,NA,NA,2,2,5.657,218.799,219.879,92,1,-1,-2,2,-1,-2,-1,-2,-1,-1,1,-2,-1,-2,-2,-1,1,-1,-2,2,-1,-1,-2,-1,1,1,1,-1,-1,-2,1,-1,-1,-1,1,2,1,2,1,-1,1,1,-2,-1,-1,1,1,-1,0,-2,-2,-1,-1,-3,1,-1,-2,-2,4.908,52.859,54.178,12,NA,NA,NA,NA,NA,2.104,8.079,8.973,6,3,3,3,3,2,0.331,30.599,31.433,63,3,5,5,3,2,1,4,3,5,4,3,5,3,4,3,3,3,3,3,3,0.238,18.839,19.649,31,1,0,1,0,1,0,0,0,0,0,12.826,19.68,22.606,5,NA,3,"Lakes, rivers, or the ocean","15 (Hard, heavy)",31.854,65.201,66.311,10,2,2,NA,2,4,2,4,4.222,15.195,16.353,13,3,2,2,3,4,1,3,3,0,1,2,1.314,11.67,12.201,9,4,5,5,3,22.265,62.134,63.264,47,5,7,2,4,3,4,6,0,3,6,0,0,2,0.733,12.672,13.423,22,1,1,1,1,0,0,0,1,0,1,1,1,1,1.088,12.082,12.894,13,4,NA,2,NA,2,NA,0.166,56.306,60.315,88,2,4,2,5,4,4,4,4,2,4,3,3,4,4,3,2,3,3,3,2,1.166,22.726,23.74,41,5,6,4,3,3,2,1,1,3,2,3,6,6,7,3,3,3,3,4,0,3,6,6,5,5,0.937,5.096,5.807,7,Female,NA,Bachelor's degree in college (4-year),27610,1 - 3 years,Never Married,Working (paid employee),NA,"Construction, extraction, and maintenance",NA,224,16,13,14,90,3,19,24,9,51,39,Qual2591-0129-S1,73543697,10459396,605695d4-5ee3-b0a7-bc6e-29de49d5c048,NA,NA,NA,NA,1,NA,359
2021-03-20 18:50:08,2021-03-20 19:02:38,IP Address,73.67.148.120,100,750,True,2021-03-20 19:02:39,R_tJqMvxBzipzUzvj,NA,NA,NA,NA,44.903594970703125,-123.0460968017578125,anonymous,EN,1,NA,0,0,NA,Yes,06/20/2002,18,"South American,Other Hispanic or Latina/o/x Other",NA,Prefer not to answer,0.797,5.624,6.778,11,NA,5,4,5,4,NA,3.582,21.258,21.481,24,-1,1,1,1,1,1,-1,-2,2,-1,1,1,2,1,-1,1,1,1,2,1,1,-1,-1,-1,-2,1,-1,1,-2,2,2,1,2,3,1,2,2,-1,2,3,1,2,-2,-1,-2,2,2,-1,0,2,2,-2,1,-1,1,1,-1,3,0.9,6.026,6.696,9,NA,NA,NA,NA,NA,0.938,7.569,8.262,8,2,2,2,3,3,3.509,58.781,60.302,61,3,3,4,2,2,4,2,5,2,5,1,5,4,2,3,1,5,3,2,1,0.78,11.022,11.659,20,0,0,0,0,1,1,0,1,0,1,0.612,30.883,36.651,9,NA,10,Forests or other wilderness areas,12,11.855,24.561,25.683,26,NA,1,NA,NA,1,5,4,0.438,16.594,17.007,18,2,2,2,2,2,2,1,2,0,2,2,1.502,48.253,48.941,25,4,6,5,6,0.78,19.342,20.068,27,4,6,8,4,8,5,5,0,4,6,9,5,8,1.011,98.368,99.319,24,1,0,1,1,1,1,1,1,0,0,1,1,1,0.801,8.222,9.304,10,2,4,NA,NA,NA,NA,1.411,23.434,24.818,28,3,4,4,2,1,4,5,5,4,1,5,2,5,3,2,4,3,1,1,5,0.599,32.875,33.426,40,2,3,5,4,5,5,5,6,5,5,4,5,5,3,4,7,6,6,7,0,6,6,7,6,5,0.802,9.495,9.958,6,Female,NA,Some college but no degree,97303,1 - 3 years,Never Married,Student,NA,Student,NA,232,24,20,12,69,4,20,19,9,41,28,Qual2591-0129-S1,73543697,10459396,60569802-e76c-62d3-1de8-0d5830ab1151,NA,NA,NA,NA,1,NA,359
2021-03-20 18:55:40,2021-03-20 19:04:41,IP Address,98.225.115.119,100,540,True,2021-03-20 19:04:41,R_BVe0oU6JfUWfXpf,NA,NA,NA,NA,32.3383026123046875,-111.045501708984375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,NA,0,0,NA,Yes,02/17/1972,49,Mexican American/Chicana/o/x,NA,"$100,000 to $149,999",0.846,5.247,6.001,7,NA,5,4,NA,5,4,1.006,15.006,16.006,19,1,2,-1,-2,2,-2,-1,1,-1,2,1,-1,1,-1,1,1,-1,2,-1,1,2,1,2,-1,2,1,2,-1,2,1,2,1,3,1,2,1,3,2,1,3,2,-1,2,1,2,1,3,1,0,-1,2,1,3,-1,-2,1,-1,-2,2.953,6.981,8.001,6,NA,NA,NA,NA,NA,1.512,7.494,7.553,7,3,4,3,2,4,1.992,22.725,23.849,26,4,5,4,4,5,4,5,4,3,4,5,4,4,5,4,3,5,4,4,5,1.419,12.579,13.601,13,1,0,1,1,0,1,0,1,0,1,5.159,11.643,14.803,4,5,7,Urban/suburban parks or public gardens,10,1.232,7.152,8.062,8,NA,5,2,NA,2,4,5,1.42,11.524,12.4,13,3,4,2,0,1,3,2,0,0,2,4,1.929,17.7,18.277,10,7,8,7,6,6.814,22.236,24.71,21,9,7,6,8,9,7,8,0,7,9,5,7,8,2.172,11.755,12.78,15,1,0,1,1,1,1,1,0,0,0,0,1,1,1.296,6.113,7.687,6,NA,NA,4,NA,2,NA,1.582,40.848,41.701,24,4,3,5,2,3,5,3,4,5,3,4,5,3,4,5,3,4,1,3,4,1.151,33.817,35.094,33,5,7,6,6,7,5,6,7,5,6,5,7,6,6,5,7,5,6,6,0,6,6,5,6,7,0.943,4.2,4.89,4,Male,NA,Master's degree,85715,> 3 years,Married,Working (paid employee),NA,"Management, professional, and related",NA,227,24,8,16,85,6,24,21,14,41,44,Qual2591-0129-S1,73543697,10459396,6056999a-824e-8b86-66ed-6a207dd24ebe,NA,NA,NA,NA,1,NA,359
2021-03-20 18:06:45,2021-03-20 19:04:42,IP Address,66.108.125.224,100,3477,True,2021-03-20 19:04:42,R_1DG4YCTzK88GNvM,NA,NA,NA,NA,40.6757965087890625,-73.8162994384765625,anonymous,EN,1,NA,0,0,NA,Yes,07/17/2002,11420,Puerto Rican,NA,"Less than $10,000",21.152,82.137,82.873,10,NA,NA,NA,NA,NA,NA,0.679,17.104,17.996,25,2,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0,2,2,2,2,2,2,2,2,2,3.883,9.819,10.605,9,NA,NA,NA,NA,NA,179.56,185.292,186.224,10,3,3,3,3,3,65.3,314.597,315.38,31,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,66.209,145.375,146.575,30,0,0,0,0,0,0,0,0,0,0,0.509,27.313,31.315,13,NA,2,Urban/suburban parks or public gardens,10,1.698,300.136,344.394,10,NA,NA,NA,NA,NA,NA,NA,20.542,38.484,46.761,20,2,2,2,2,2,2,2,2,0,2,2,0.5,20.212,21.143,29,5,5,5,4,97.074,116.289,117.454,24,4,4,4,4,4,4,4,0,4,4,4,4,4,47.62,73.4,74.261,22,1,1,1,1,0,1,0,1,0,0,1,1,0,6.046,79.901,80.582,10,NA,NA,NA,NA,NA,NA,88.5,128.463,129.345,34,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,167.805,488.17,489.464,48,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,153.52,156.297,157.738,4,Female,NA,Less than high school degree,11420,> 3 years,Never Married,Student,NA,Student,NA,243,18,20,15,112,0,21,20,10,56,56,Qual2591-0129-S1,73543697,10459396,60568df3-2852-e49a-dec5-a9595a2a348e,NA,NA,NA,NA,1,NA,359
2021-03-20 18:42:15,2021-03-20 19:05:36,IP Address,107.137.111.42,100,1400,True,2021-03-20 19:05:36,R_3MoQ9IN1nhgFs2Z,NA,NA,NA,NA,33.7498931884765625,-117.9071044921875,anonymous,EN,1,NA,0,0,NA,Yes,03/20/2021,44,"White/Caucasian,Mexican American/Chicana/o/x",NA,"$10,000 to $19,999",4.132,18.834,20.374,16,NA,NA,NA,4,NA,NA,12.565,42.782,43.502,22,-1,-1,1,1,1,1,2,3,2,1,1,1,3,1,-1,-1,1,2,-2,2,2,1,1,-1,2,1,1,-2,-2,1,-1,1,1,1,1,3,1,1,1,1,2,1,1,-2,2,-1,-2,-1,0,1,-1,-1,-1,-1,2,1,2,2,31.579,44.83,45.96,8,NA,NA,NA,NA,NA,10.643,26.627,27.687,9,2,1,1,2,1,14.518,64.039,64.133,45,2,1,3,2,3,1,1,1,2,2,3,3,1,2,1,2,3,1,2,1,12.057,60.845,66.898,18,1,0,0,1,0,0,0,0,0,0,10.883,15.336,19.541,4,2,0,NA,NA,6.394,26.532,28.09,10,NA,2,1,NA,2,1,1,15.385,85.67,86.662,20,1,1,1,2,2,1,2,2,1,1,1,1.747,17.983,18.059,17,5,6,5,5,9.578,105.842,106.968,25,6,6,4,6,5,5,6,1,6,5,5,0,0,10.728,55.376,56.267,20,1,0,1,0,1,0,1,1,0,0,0,1,0,10.293,46.428,50.96,14,NA,4,4,4,NA,NA,11.106,317.112,318.468,36,2,3,1,2,3,2,2,3,2,3,4,1,1,2,3,2,3,2,4,2,9.421,157.198,158.262,47,3,2,3,4,2,5,3,3,3,3,2,2,2,2,5,2,2,3,2,1,2,2,2,2,2,2.383,6.016,6.739,4,Female,NA,High school graduate (high school diploma or equivalent including GED),92704,> 3 years,Never Married,Not working (disabled),NA,Unemployed,NA,165,19,19,7,44,2,13,14,10,26,18,Qual2591-0129-S1,73543697,10459396,6056967e-ce60-bb14-476e-3c688e327b65,NA,NA,NA,NA,1,NA,359
2021-03-20 18:28:04,2021-03-20 19:09:09,IP Address,24.193.244.11,100,2465,True,2021-03-20 19:09:10,R_PU3CIC7ncvH5AvT,NA,NA,NA,NA,40.69500732421875,-73.7910003662109375,anonymous,EN,0.8000000000000000444089209850062616169452667236328125,NA,0,0,NA,Yes,03/20/2021,25,"White/Caucasian,Other Hispanic or Latina/o/x Other",NA,"$80,000 to $89,999",1.131,87.247,87.243,18,NA,4,5,NA,4,4,1.857,45.497,47.732,56,2,-1,-1,2,1,-1,-2,3,-1,-1,2,3,-1,2,2,2,-2,1,3,-2,1,2,3,2,2,2,2,-1,2,3,3,1,3,2,1,2,2,3,1,-1,2,1,3,2,1,2,1,3,1,2,-1,1,3,-1,1,2,-1,-2,4.617,38.969,39.498,18,NA,NA,NA,NA,NA,82.716,117.352,118.086,16,1,3,2,4,2,0.887,31.758,32.263,38,2,4,5,4,2,3,4,3,2,5,3,4,4,3,4,5,5,4,4,3,40.54,53.81,54.566,17,1,0,1,0,1,0,1,0,1,0,2.018,211.61,217.718,27,7,20,Neighborhood trees,12,64.774,125.445,126.375,25,NA,5,4,4,4,NA,5,1.519,119.33,120.258,23,3,2,3,1,3,2,1,2,0,2,2,0.959,39.413,40.565,28,7,8,5,4,61.421,197.849,198.26,47,8,6,5,8,5,10,8,0,8,8,5,9,8,135.377,181.249,182.461,32,1,0,1,0,1,1,0,0,1,1,1,1,1,32.88,39.759,41.189,9,NA,NA,NA,NA,NA,4,1.207,33.138,34.044,31,3,1,2,3,2,3,4,3,3,2,3,3,4,3,4,2,3,1,3,4,3.819,59.85,61.093,56,5,5,1,4,1,4,5,4,3,2,4,5,5,6,4,6,5,3,7,1,3,6,3,5,3,81.236,94.922,95.473,13,Male,NA,Master's degree,10001,1 - 3 years,Married,Working (paid employee),NA,"Management, professional, and related",NA,220,23,12,12,73,5,28,21,12,37,36,Qual2591-0129-S1,73543697,10459396,6056931e-42c0-4698-7405-c339e1987bc1,NA,NA,NA,NA,1,NA,359
2021-03-20 19:02:01,2021-03-20 19:16:22,IP Address,108.211.41.155,100,861,True,2021-03-20 19:16:22,R_1qhcg6nXBWFAp0N,NA,NA,NA,NA,36.757598876953125,-119.80860137939453125,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,NA,0,0,NA,Yes,03/06/1990,30,Mexican American/Chicana/o/x,NA,"$60,000 to $69,999",8.658,16.803,18.554,8,4,4,4,NA,1,4,5.995,35.893,38.52,19,1,1,-1,-3,-3,2,1,1,2,3,1,-2,2,2,1,1,1,2,2,2,2,2,2,2,-1,2,2,2,2,1,1,1,-1,-2,1,1,-1,-2,2,2,1,2,2,1,1,-2,-1,1,0,1,1,1,-1,2,2,1,1,-2,2.312,10.263,12.902,7,NA,NA,NA,NA,NA,2.378,8.165,18.067,7,3,2,2,2,3,2.318,47.385,49.021,25,4,3,3,3,3,2,4,4,5,1,2,4,4,3,3,2,4,4,3,3,1.791,19.036,20.149,16,1,1,1,0,1,1,1,1,1,1,2.428,30.448,33.882,9,2,20,"Lakes, rivers, or the ocean",9 (Very light),6.865,19.331,21.426,9,2,2,1,4,5,4,4,5.92,32.208,35.625,15,2,4,2,2,2,2,1,1,0,2,2,0.69,8.339,9.038,8,10,10,10,10,3.341,34.258,35.776,22,10,0,0,5,9,5,3,0,8,9,2,6,10,1.941,28.697,30.291,18,0,0,0,0,1,0,1,0,1,1,0,0,1,1.769,8.291,9.407,7,NA,NA,NA,4,2,2,3.701,55.746,64.596,28,5,4,4,3,4,1,3,4,3,4,3,2,2,1,5,5,5,2,3,1,1.957,67.865,69.818,37,3,4,4,2,1,6,7,5,3,7,6,5,4,6,6,6,5,5,7,0,6,6,6,7,3,3.323,13.3,14.36,5,Male,NA,High school graduate (high school diploma or equivalent including GED),93242,> 3 years,Married,Not working (other),NA,Service,NA,233,20,23,12,72,9,22,20,20,32,40,Qual2591-0129-S1,73543697,10459396,60569acb-b0a7-97df-20ef-588259d04ede,NA,NA,NA,NA,1,NA,359
2021-03-20 19:08:04,2021-03-20 19:17:30,IP Address,71.232.42.192,100,565,True,2021-03-20 19:17:30,R_1N24zkabkRe6mk8,NA,NA,NA,NA,42.33990478515625,-71.1244964599609375,anonymous,EN,0.6999999999999999555910790149937383830547332763671875,NA,0,0,NA,Yes,12/1/1978,42,African American/Black,NA,"$30,000 to $39,999",1.886,4.791,5.655,6,NA,NA,NA,NA,NA,NA,2.562,14.359,15.271,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,-1,1,-1,-1,0,1,1,1,-1,-1,-1,1,1,1,1.257,4.923,5.512,7,NA,NA,NA,NA,NA,8.849,12.083,13.362,7,2,2,2,2,2,2.706,14.26,15.641,25,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.338,11.164,12.052,12,0,0,1,0,0,1,1,0,0,0,6.642,9.47,17.43,2,1,0,NA,NA,1.096,4.728,5.564,8,NA,NA,NA,NA,NA,NA,NA,1.317,7.346,8.393,11,2,2,2,2,2,2,2,2,0,2,2,4.161,10.591,11.63,4,7,7,6,6,8.896,24.794,25.168,15,7,6,4,5,6,6,4,0,6,6,6,6,7,10.559,57.156,58.373,18,1,1,1,1,1,1,1,1,0,1,1,0,1,2.025,6.431,7.959,9,NA,NA,NA,NA,NA,NA,3.518,16.627,17.461,24,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.049,199.627,200.883,34,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,2.336,4.749,6.553,2,Female,NA,Associate degree in college (2-year),02072,1 - 3 years,Divorced,Working (self-employed),NA,Service,NA,198,18,20,10,70,3,21,20,13,30,40,Qual2591-0129-S1,73543697,10459396,60569c83-3b78-f895-d5fa-48e3c5bf5480,NA,NA,NA,NA,1,NA,359
2021-03-20 18:59:26,2021-03-20 19:21:25,IP Address,24.177.97.68,100,1318,True,2021-03-20 19:21:26,R_22POSS0V998WRwC,NA,NA,NA,NA,44.2969970703125,-93.28690338134765625,anonymous,EN,1,NA,0,0,NA,Yes,07/5/1970,50,Mexican American/Chicana/o/x,NA,"$250,000 to $299,999",1.512,8.48,10.046,10,4,5,5,5,5,4,1.575,24.564,26.095,23,3,3,2,2,3,3,3,3,3,3,3,3,2,2,3,3,3,2,3,3,2,3,2,3,2,3,2,3,3,3,1,2,3,2,1,2,2,2,2,3,2,3,1,2,3,2,3,2,0,2,2,3,2,1,2,3,3,2,2.836,12.181,14.613,9,NA,NA,NA,NA,NA,1.3,7.241,9.008,7,3,4,3,4,4,1.348,27.809,29.283,28,4,5,5,4,5,5,5,4,5,5,4,5,4,5,5,5,5,5,4,4,0.981,13.793,14.761,15,1,1,1,1,1,0,1,1,1,1,3.093,28.605,40.32,9,NA,4,Urban/suburban parks or public gardens,10,501.757,510.02,511.612,9,1,2,NA,2,2,NA,4,1.831,17.493,18.354,18,3,4,4,0,0,2,2,0,1,3,3,0.647,12.218,13.315,13,7,8,7,5,1.791,19.819,21.163,21,4,2,2,6,7,8,9,0,10,8,10,8,10,1.501,18.116,19.537,19,0,0,0,0,1,0,0,0,0,1,0,0,0,127.5,133.035,134.801,7,NA,4,NA,2,NA,4,0.876,26.507,27.906,26,4,4,5,1,2,5,4,5,4,1,5,4,5,5,4,4,5,1,2,5,0.782,37.801,39.539,40,6,7,7,7,6,7,7,6,7,5,5,6,7,7,6,6,7,7,6,0,7,7,6,6,7,1.726,6.721,13.72,5,Male,NA,Master's degree,55060,> 3 years,Married,Working (paid employee),NA,"Production, transportation, and material moving",NA,236,28,6,18,101,9,17,21,14,53,48,Qual2591-0129-S1,73543697,10459396,60569a82-cc44-af38-cee4-7b1531970dda,NA,NA,NA,NA,1,NA,359
2021-03-20 19:19:53,2021-03-20 19:29:00,IP Address,68.8.139.117,100,546,True,2021-03-20 19:29:01,R_31ocfLyOgsy6Tx2,NA,NA,NA,NA,32.60650634765625,-117.0579986572265625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,NA,0,0,NA,Yes,03202021,26,Mexican American/Chicana/o/x,NA,"$20,000 to $29,999",0.674,7.026,8.033,13,2,2,2,NA,NA,NA,16.444,58.697,59.967,31,-1,-2,-1,-1,-2,-1,-2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-2,-1,1,-1,-1,-2,-1,-1,1,-1,-1,-1,-1,-3,1,-1,-1,1,-1,1,1,-2,-2,-1,-1,-1,-1,0,-2,-1,-2,-1,-2,-2,-2,-2,-2,3.737,12.382,13.84,13,NA,NA,NA,NA,NA,5.283,12.12,13.226,11,1,1,1,1,1,0.628,26.797,28.029,43,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.616,14.32,15.502,17,0,0,0,0,0,0,0,0,0,0,0.817,5.848,8.763,5,NA,0,NA,NA,1.174,6.7,7.836,8,NA,NA,NA,NA,NA,NA,NA,1.374,35.808,38.946,30,2,1,1,3,3,1,3,3,0,1,1,0.517,15.186,17.107,9,1,0,1,0,0.817,23.261,24.542,19,4,2,3,2,3,2,1,0,2,2,1,1,2,1.733,15.616,16.861,23,1,1,0,1,0,1,0,1,0,0,1,1,0,1.228,7.949,8.942,13,NA,NA,NA,NA,NA,NA,0.549,17.207,20.19,34,3,3,1,4,5,4,1,2,2,4,3,2,2,3,3,2,4,2,3,3,3.372,47.744,49.031,49,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,2.252,4.889,6.143,4,Male,NA,Doctoral degree,92173,> 3 years,Never Married,Not working (temporary layoff from a job),NA,"Management, professional, and related",NA,160,15,21,5,51,0,21,19,2,26,25,Qual2591-0129-S1,73543697,10459396,60569ee8-2c5b-4b07-ffbf-9facb8b74a81,NA,NA,NA,NA,1,NA,359
